,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
t905,0.110314019,0.183415905,0.659363389,0.372899652,0.458453327,0.233838141,0.685688913,0.200342104,0.354017645,0.105734222,0.150803044,0.266665399,0.279928893,0.248718634,0.317202449,0.527584553,0.742018819,0.885096848,0.459081113,0.209014446,0.181399748,0.739793241,0.316251576,0.39622888,0.316509157,0.969314575,0.49339512,0.43084535,0.53287375,0.659045875,0.932579041,0.294002473,0.305873781,0.587555766,0.602548242,0.672359884,0.37213549,0.40893203,0.611774504,0.385424823,0.476527572,0.651989996,0.659057856,0.254093766,0.155887768,0.182431921,0.179909572,0.416112393,0.477968007,0.110681117,0.29909718,0.378846586,0.264056832,0.289562851,0.179317266,0.340530634,0.146952912,0.150803044,0.295356184,0.154493511,0.238940582,0.354746163,0.257587433,0.230916396,0.313674837,0.132831082,0.265770435,0.346466899,0.354561538,0.297100514,0.402178794,0.311817288,0.402936608,0.283954173,0.191919878,0.354017645,0.228251085,0.266963959,0.398656577,0.396758139,0.197638035,0.296684861,0.946194053,0.529528737,0.569043696,0.235781401,0.153317317,0.151790991,0.150927365,0.164022207,0.150898188,0.152002811,0.162923113,0.148418352,0.1596753,0.143263981,0.162525684,0.17940414,0.193740308,0.17011185,0.160037175,0.177019879,0.21388863,0.236310363,0.170488402,0.185610443,0.237455398,0.261826664,0.142788559,0.129049242,0.120414652,0.126228467,0.175575018,0.145068765,0.131577596,0.199128389,0.183732674,0.151053309,0.15887022,0.222216681,0.210755453,0.120397128,0.134303555,0.131583139,0.143957734,0.151254833
t906,0.110946946,0.183518082,0.621442556,0.399850637,0.453663051,0.247832254,0.680003345,0.197875232,0.349255621,0.105547033,0.148528352,0.274637371,0.266857386,0.240066394,0.310942411,0.573668182,0.745712578,0.847177565,0.466618896,0.22312507,0.182906091,0.744652033,0.315364599,0.390596598,0.308573306,0.958960414,0.500972748,0.43197751,0.551826179,0.658018112,0.922071278,0.28723529,0.30250904,0.599269152,0.578251421,0.66747117,0.38459605,0.40238592,0.594604075,0.390066534,0.479844689,0.63504231,0.673885107,0.252042949,0.156044334,0.178614542,0.180957645,0.407791257,0.482812703,0.111579083,0.296073794,0.369929075,0.267521739,0.293461502,0.17601043,0.335081279,0.146578491,0.148528352,0.305984527,0.154263586,0.23834756,0.343075007,0.26320219,0.224443033,0.314549983,0.132371023,0.269400269,0.363478869,0.355380237,0.296708822,0.404520005,0.32388562,0.406787604,0.284753352,0.207203254,0.349255621,0.226889327,0.26647988,0.395049483,0.383647978,0.195597783,0.294317782,0.921215236,0.528812349,0.571881413,0.234600693,0.150672421,0.150107011,0.151823372,0.16514501,0.152173728,0.153312474,0.161591604,0.148316279,0.160700321,0.142283171,0.162297308,0.178854361,0.195123419,0.170580909,0.160301149,0.17617178,0.213150546,0.235010758,0.169496298,0.184682742,0.243297875,0.254747033,0.142775387,0.128751278,0.125153348,0.123884872,0.171217233,0.140250042,0.130075485,0.204452932,0.189233676,0.151733205,0.162026256,0.231307223,0.204884082,0.118730955,0.137479603,0.129538625,0.148815244,0.15840821
t907,0.111581035,0.183620289,0.585791171,0.428387612,0.44891724,0.262322336,0.674368978,0.19542411,0.344542444,0.105359949,0.146267995,0.282762676,0.254181772,0.231595069,0.304770172,0.623791099,0.749427259,0.811184406,0.47426796,0.237756312,0.184418455,0.749478936,0.317325979,0.385029584,0.30077824,0.948744595,0.508659065,0.438551784,0.567213297,0.656992137,0.911705792,0.280608296,0.300511748,0.61122191,0.570183396,0.662620783,0.397390634,0.395926893,0.577925265,0.394753575,0.483182967,0.618558407,0.669727445,0.250002384,0.156200916,0.174835697,0.182008684,0.399496138,0.487702459,0.112479411,0.293071389,0.361177593,0.271015614,0.297395676,0.172732651,0.329696685,0.146204457,0.146267995,0.316877127,0.154033825,0.237755388,0.331694841,0.268893629,0.218073472,0.315426886,0.131911591,0.273061693,0.381134331,0.356200457,0.296317488,0.406872481,0.33628884,0.410669178,0.285554081,0.22311233,0.344542444,0.225388691,0.264678657,0.391088486,0.370888591,0.19458805,0.291963518,0.927359879,0.528097093,0.558165073,0.237181112,0.148046806,0.148430899,0.152721629,0.166271269,0.153453782,0.154626891,0.160264909,0.148214266,0.161728263,0.141305059,0.162069067,0.178305358,0.196511552,0.171050563,0.160565317,0.175325587,0.212413847,0.233715281,0.168506831,0.183757305,0.249225467,0.247786894,0.142762199,0.128453568,0.129957542,0.121556953,0.166910097,0.135495842,0.128579766,0.209851727,0.190007567,0.148889616,0.163529471,0.247380883,0.199489534,0.120531715,0.14245218,0.132142052,0.154649064,0.163995549
t908,0.112216286,0.183722526,0.552211344,0.45865491,0.444215208,0.277335048,0.668785214,0.192988575,0.339877337,0.105172977,0.144021794,0.291045904,0.241884455,0.223299146,0.298683733,0.678508818,0.75316298,0.77697438,0.48203066,0.252937466,0.185936883,0.754056036,0.320327818,0.379526734,0.293120295,0.938664377,0.516722262,0.445212871,0.567170739,0.65287739,0.90147388,0.274178326,0.298523575,0.622361541,0.562227905,0.657808423,0.410532862,0.38955301,0.56171757,0.399486601,0.486542493,0.602519274,0.665597379,0.247971877,0.156357586,0.17109482,0.183062658,0.391340613,0.492637783,0.113382116,0.290089786,0.352587581,0.274538726,0.301365823,0.169483542,0.324375838,0.145830825,0.144021794,0.328044087,0.153804198,0.23716408,0.320594847,0.274663389,0.211805254,0.316305459,0.131452724,0.276755244,0.399470508,0.357022017,0.295926481,0.409236401,0.349041134,0.414581716,0.28635627,0.23968631,0.339877337,0.223694682,0.262885273,0.387087524,0.35904476,0.195001528,0.289622128,0.933555424,0.527382672,0.544774234,0.239778101,0.145440221,0.146762565,0.153622106,0.167400971,0.154738396,0.155946091,0.158943042,0.148112252,0.162759081,0.140329599,0.16184099,0.177757189,0.197904721,0.171520829,0.160829663,0.174481288,0.21167849,0.232423961,0.167520016,0.182834134,0.255240083,0.240943268,0.142749041,0.128156096,0.134828568,0.11924462,0.162652716,0.130804881,0.127090424,0.215326309,0.189642906,0.144490436,0.164528996,0.282243192,0.193964824,0.122993268,0.149093777,0.135733396,0.162011072,0.163098797
t909,0.113518916,0.181172296,0.531228721,0.472034752,0.43944329,0.294466943,0.665474355,0.190568522,0.33837992,0.104986101,0.145044968,0.295926869,0.239231661,0.22849755,0.313910097,0.702467322,0.746442139,0.763506949,0.475139439,0.264819354,0.176554158,0.758235276,0.323349983,0.368553966,0.294559181,0.934467912,0.525139689,0.451962501,0.559995115,0.64421165,0.891064227,0.271004945,0.296544522,0.632095337,0.554382682,0.653033316,0.41200614,0.384577185,0.532537639,0.395889878,0.491362691,0.603333056,0.661494851,0.242184699,0.159614339,0.172577128,0.18331857,0.386807501,0.505694032,0.114146367,0.295542955,0.345285833,0.274436086,0.304535985,0.167414606,0.326934904,0.146907315,0.145044968,0.331403077,0.154615447,0.236170337,0.314694554,0.272395968,0.211242393,0.318209261,0.131143942,0.286063373,0.385239154,0.362785846,0.302169532,0.413087279,0.361323088,0.408270001,0.290522099,0.249888897,0.33837992,0.221959725,0.261099517,0.383119792,0.352988213,0.195761696,0.287293345,0.939802408,0.526231825,0.531697631,0.242391884,0.14285253,0.145101935,0.154524818,0.16853413,0.156027585,0.157270119,0.157625914,0.148010299,0.163792804,0.139356822,0.161613032,0.177209795,0.199302971,0.171991661,0.161094204,0.173638895,0.210944548,0.231136844,0.166535839,0.181913227,0.261343747,0.234213173,0.142735869,0.127858922,0.1397679,0.116947725,0.158444256,0.12617588,0.125607431,0.220878273,0.188124955,0.142118126,0.166515976,0.320211858,0.188165903,0.124279529,0.157534719,0.134559929,0.173630193,0.157225579
t910,0.115120515,0.177488461,0.516431987,0.476057976,0.434657991,0.326178074,0.680956185,0.18821229,0.338209897,0.104799323,0.147461593,0.299024433,0.241413072,0.24087356,0.335197866,0.718562007,0.735448003,0.758391559,0.462288231,0.275671959,0.161748484,0.76244092,0.32639274,0.356738716,0.297856957,0.931464672,0.535168409,0.428741068,0.552909374,0.633369088,0.880769551,0.268170297,0.29457441,0.641148925,0.545900047,0.64207375,0.405057222,0.380582362,0.49591285,0.386478245,0.497265071,0.616163611,0.667561054,0.234175101,0.164868936,0.177356765,0.183074564,0.39073652,0.523981154,0.114852592,0.304722726,0.338570803,0.272796482,0.307373255,0.165843055,0.332877636,0.148604125,0.147461593,0.331380486,0.15587081,0.23500891,0.31094712,0.266770214,0.21307385,0.320556939,0.13089864,0.298016101,0.358381361,0.370754898,0.311382592,0.417599201,0.373575479,0.397816867,0.296173364,0.257316768,0.338209897,0.220232382,0.259321362,0.379184783,0.348211944,0.196523368,0.284977227,0.946101546,0.516625941,0.518924177,0.245022625,0.14209865,0.14442715,0.154935449,0.169340461,0.156121984,0.158069819,0.156465814,0.148541152,0.164235041,0.139774248,0.16136229,0.177201062,0.199256077,0.171351939,0.161154076,0.173723832,0.210804209,0.230281755,0.167112499,0.182004511,0.261934996,0.228949144,0.141336396,0.126346126,0.137215719,0.121646747,0.156082779,0.125042304,0.13533847,0.221861884,0.185188338,0.142623112,0.169515461,0.494323045,0.182258233,0.124891236,0.16959697,0.131404564,0.201239258,0.154315904
t911,0.116729632,0.173840582,0.50202769,0.480112404,0.429917872,0.360304296,0.696830809,0.186810613,0.338039994,0.10563726,0.149894595,0.302144319,0.243606284,0.253639311,0.357536376,0.735068917,0.724636018,0.75331521,0.44974938,0.286810398,0.14751862,0.766673148,0.328567058,0.345217258,0.301180005,0.928473353,0.545382679,0.406541198,0.546518981,0.622718573,0.870618939,0.265354723,0.29260698,0.650339842,0.531572461,0.627904832,0.398205847,0.376620948,0.461642981,0.377248228,0.503233373,0.629277885,0.67613548,0.226321951,0.170199767,0.182198286,0.182830721,0.394697964,0.542900801,0.115560308,0.314099282,0.331953555,0.271163255,0.310228974,0.16427815,0.338899583,0.150308952,0.149894595,0.331357926,0.157130554,0.233850837,0.307231247,0.261219203,0.21491392,0.322917044,0.130653486,0.310307264,0.332992584,0.378861278,0.320792377,0.422152728,0.386154562,0.387584716,0.301899344,0.264880508,0.338039994,0.21851252,0.257550836,0.375282109,0.343484879,0.197286591,0.283115357,0.952453434,0.498223841,0.506443501,0.247670382,0.143029794,0.144658908,0.154889449,0.169842675,0.155110389,0.158381492,0.155449808,0.149659932,0.164128304,0.141481802,0.161090523,0.177690431,0.197872981,0.16969052,0.161024541,0.174666896,0.211212248,0.229823932,0.169139251,0.183032483,0.260139972,0.224329472,0.139350995,0.124321222,0.131505951,0.129494816,0.154506981,0.125393316,0.150412604,0.220863476,0.182496205,0.143285751,0.17246674,0.78341037,0.176593363,0.126048982,0.195069507,0.129143864,0.230977446,0.158312514
t912,0.118532628,0.170301527,0.488000304,0.484198391,0.425222218,0.397132337,0.713113487,0.185414121,0.33802411,0.106639832,0.152003512,0.305286586,0.245811313,0.266813397,0.383561045,0.753478587,0.714643657,0.748444319,0.437981576,0.29749465,0.133831635,0.771687806,0.322692662,0.33524394,0.307577997,0.921590805,0.555787385,0.385306776,0.54786247,0.612385929,0.860609412,0.262557924,0.290646315,0.659683704,0.516471684,0.606320858,0.391450226,0.372692317,0.42950815,0.368194729,0.50926882,0.642685413,0.684829533,0.218620703,0.175608516,0.187102944,0.182587057,0.398692101,0.56248641,0.116061226,0.322944105,0.325677067,0.269510657,0.313011885,0.162695408,0.344630897,0.152004272,0.152003512,0.331360698,0.158254206,0.232917607,0.303433955,0.256034732,0.216496885,0.325042039,0.130402923,0.322744519,0.310131222,0.386876315,0.329729438,0.426691711,0.398297817,0.377873003,0.307330221,0.272554517,0.33802411,0.216800153,0.255787849,0.371460587,0.338806242,0.198051274,0.282097578,0.958858728,0.480434716,0.494245738,0.250335455,0.143963352,0.144890815,0.154843435,0.17034553,0.154101595,0.158693448,0.154436648,0.150782183,0.164021596,0.143197581,0.160818949,0.178180426,0.196494848,0.168036476,0.160895064,0.17561233,0.211620703,0.229366586,0.171177194,0.184063256,0.258352667,0.219762892,0.137376651,0.122308053,0.125887647,0.137523025,0.152937979,0.125744656,0.166145146,0.219867602,0.183175564,0.145282343,0.175194323,1.011415362,0.171746865,0.128302693,0.252378762,0.128445923,0.323235929,0.162290111
t913,0.128086209,0.169779375,0.517035544,0.46578747,0.431580693,0.43699649,0.729820311,0.184022769,0.34221223,0.107645415,0.144937396,0.283180922,0.246169105,0.267423123,0.425711691,0.780529559,0.725363791,0.74892956,0.441408843,0.298432171,0.139482662,0.777668178,0.314966142,0.332667619,0.332285881,0.89293021,0.56638813,0.366526335,0.551401019,0.602514505,0.843544483,0.265112311,0.288693398,0.669199228,0.501293659,0.585500777,0.404633313,0.383206218,0.426111549,0.364663035,0.488135993,0.650292456,0.694322586,0.225019068,0.178334475,0.177087203,0.180580005,0.394658536,0.546137214,0.110944711,0.312059402,0.326105356,0.267171085,0.313318312,0.160456821,0.340329528,0.153225616,0.144937396,0.332054526,0.155574217,0.238038972,0.296646535,0.258868575,0.210904375,0.320468217,0.130001038,0.329788774,0.319945544,0.388653696,0.320503294,0.429719687,0.389609605,0.376589298,0.302734882,0.279561877,0.34221223,0.215191767,0.251464218,0.368131161,0.334175199,0.198364913,0.282143921,0.924899101,0.463228315,0.473413348,0.24764137,0.144899383,0.145122871,0.15479742,0.1708491,0.153095648,0.159005672,0.153426334,0.151907936,0.163914904,0.144921675,0.160547584,0.178671077,0.195121676,0.166389823,0.160765648,0.176560178,0.212029591,0.228909746,0.173226401,0.185096875,0.256573051,0.21524857,0.135413244,0.120306529,0.120358616,0.145737663,0.151375785,0.126096383,0.182580188,0.218874216,0.187065825,0.147290096,0.17786172,1.095586538,0.166962832,0.130695358,0.324190736,0.12864469,0.463323385,0.159811497
t914,0.137908667,0.169257939,0.548145592,0.447811037,0.438125491,0.478815019,0.745441794,0.182636559,0.346439123,0.108653985,0.138008207,0.262016147,0.246515393,0.267952383,0.471761048,0.808709204,0.736264229,0.74941504,0.444859564,0.299371719,0.14574191,0.784435868,0.305848002,0.330105871,0.358425379,0.865350127,0.575527668,0.351277441,0.554962158,0.603317082,0.820882142,0.272363514,0.286749274,0.679906309,0.486533761,0.565405011,0.419954717,0.395229727,0.425066143,0.361611724,0.465650141,0.657473505,0.707389116,0.23211883,0.18096593,0.16674237,0.178511366,0.386267841,0.52885294,0.105903946,0.301436752,0.326533973,0.264844447,0.313625008,0.158231884,0.336068422,0.154451102,0.138008207,0.332749367,0.152913883,0.243226096,0.289963722,0.261721849,0.205390841,0.315940946,0.129599601,0.336945057,0.329981238,0.390437782,0.311464399,0.43276605,0.381075948,0.37530899,0.298187435,0.286686689,0.346439123,0.213957369,0.246683702,0.365088671,0.329591185,0.196955115,0.282190263,0.884985387,0.446576566,0.451698929,0.243914068,0.145837858,0.145355046,0.15475142,0.17135334,0.152092487,0.159318149,0.152418807,0.15303722,0.163808241,0.146654099,0.160276383,0.179162368,0.193753392,0.164750487,0.160636261,0.17751044,0.212438896,0.228453502,0.175286978,0.186133325,0.254737586,0.211424902,0.133639008,0.118422136,0.115030684,0.154421359,0.149950489,0.1264873,0.199026436,0.218016356,0.191332102,0.149729118,0.186488777,1.061017036,0.165054083,0.130900636,0.415837586,0.129076436,0.551732123,0.15411976
t915,0.148011461,0.168737262,0.581088722,0.430447906,0.444756389,0.494079888,0.731853724,0.1812554,0.350705355,0.10966555,0.131212071,0.241875991,0.246861979,0.268482357,0.522276342,0.838089943,0.747349799,0.749900997,0.44833383,0.300313294,0.152112588,0.791271925,0.29691574,0.327558696,0.386124611,0.838790774,0.581037819,0.336517125,0.557807624,0.604701757,0.794115961,0.283763736,0.286174893,0.690858305,0.473976105,0.545996189,0.435765535,0.407560527,0.424022973,0.358580261,0.444100082,0.664739549,0.720728457,0.239346579,0.183615968,0.156680092,0.176454097,0.378021836,0.512095809,0.100937247,0.291066945,0.326963067,0.262530744,0.313931853,0.156020463,0.331847012,0.155680731,0.131212071,0.333445281,0.15027301,0.248480275,0.28338331,0.264594913,0.199954584,0.311459512,0.129198655,0.344216198,0.340245903,0.392228395,0.302607208,0.43583107,0.372692704,0.37403217,0.293687105,0.29393205,0.350705355,0.213132352,0.241958424,0.362065911,0.326296598,0.193659976,0.282236665,0.847147703,0.430452973,0.430869907,0.240220621,0.146778807,0.145587415,0.15470542,0.171858296,0.151092082,0.159630924,0.151414067,0.154170051,0.163701639,0.148394957,0.160005435,0.179654285,0.19239001,0.163118452,0.160506934,0.178463116,0.212848648,0.22799772,0.17735903,0.187172607,0.252167463,0.21517013,0.133968368,0.117786542,0.111107886,0.16666463,0.150060698,0.127336591,0.207223848,0.21872656,0.196259409,0.152337477,0.199755013,0.907452941,0.164899871,0.128373995,0.532041967,0.129765078,0.505287349,0.155343518
t916,0.160535663,0.167146057,0.592878997,0.415644795,0.450997055,0.509795666,0.718543589,0.18008934,0.349951953,0.110680133,0.126859725,0.228383318,0.246043637,0.266056448,0.568266809,0.862758875,0.754303575,0.751002967,0.452124417,0.298356861,0.160127535,0.798177242,0.288384169,0.324388474,0.409065664,0.790169299,0.583783746,0.322222322,0.558957398,0.606089771,0.768360615,0.295476764,0.287446737,0.702003658,0.465204,0.529640973,0.447485358,0.414472759,0.432194114,0.357708514,0.428678334,0.662759602,0.73434943,0.244808868,0.18541275,0.151371673,0.177110434,0.369916797,0.504137039,0.096775621,0.285445452,0.32948643,0.262355149,0.3130472,0.153421223,0.328423142,0.155058876,0.126859725,0.333105177,0.152756974,0.250731945,0.275339931,0.264343411,0.193557143,0.309192091,0.128332838,0.349374682,0.347388327,0.392123818,0.298756123,0.437716722,0.370613545,0.37333563,0.289446682,0.298519939,0.349951953,0.212309048,0.237287506,0.359062582,0.323752582,0.190392971,0.282283008,0.811228037,0.41483286,0.410873085,0.236560568,0.147722229,0.145819947,0.15465942,0.172363907,0.150094464,0.159943938,0.150412142,0.155306429,0.163595051,0.150144279,0.159734651,0.180146888,0.191031471,0.161493629,0.160377666,0.179418221,0.213258818,0.227542475,0.179442629,0.188214779,0.2496133,0.218951404,0.134298012,0.117152102,0.107229747,0.179328814,0.150170937,0.128187999,0.215597957,0.219438016,0.201448455,0.152605578,0.224935353,0.716858387,0.165815905,0.126949862,0.659542143,0.130251542,0.441517085,0.169055045
t917,0.177435547,0.163683236,0.558028162,0.405344963,0.456296235,0.525982559,0.705502927,0.183144882,0.340286732,0.110214479,0.126694933,0.226412192,0.242947444,0.257917851,0.600206912,0.877524555,0.75323832,0.753261864,0.456494927,0.292078376,0.172166303,0.803689182,0.280270278,0.320561141,0.425942719,0.722435057,0.585490048,0.316310495,0.558541298,0.607481003,0.743559837,0.307515651,0.319839478,0.713348031,0.460452586,0.518453181,0.445108712,0.403829664,0.470743418,0.363537759,0.429887533,0.632757783,0.73604387,0.245456874,0.184981078,0.157721817,0.184798867,0.373685181,0.51532954,0.09396562,0.287980705,0.33582136,0.266013026,0.310041487,0.150127947,0.326376647,0.151142716,0.126694933,0.330914617,0.164654434,0.247521296,0.2647129,0.258520573,0.185444817,0.310829163,0.126639172,0.350578249,0.348592281,0.388630956,0.303650975,0.437462181,0.37973094,0.373673856,0.285626739,0.298165917,0.340286732,0.211487457,0.232670099,0.356078565,0.321272612,0.187153831,0.282329381,0.777084291,0.399693072,0.391659707,0.232933402,0.148668125,0.146052599,0.15461345,0.172870234,0.149099573,0.160257235,0.149413005,0.156446368,0.163488477,0.151902139,0.159464076,0.180640101,0.189677745,0.159876004,0.160248414,0.18037577,0.213669419,0.227087736,0.181537852,0.189259812,0.247074991,0.222769305,0.134627983,0.116518855,0.103395551,0.192436084,0.150281221,0.129041463,0.224154457,0.220150784,0.206332043,0.150237188,0.275915354,0.567510009,0.168661505,0.127396882,0.610810399,0.130400166,0.365479946,0.18784529
t918,0.195135862,0.16025281,0.525205612,0.395258278,0.461650759,0.542662203,0.692723513,0.186225444,0.330822527,0.109532028,0.126530245,0.224450797,0.239874646,0.249936149,0.633991241,0.892597616,0.752174675,0.75552851,0.46090287,0.285889983,0.184608683,0.808398366,0.280977607,0.316766441,0.443411797,0.661127031,0.587201476,0.313857913,0.558125436,0.590994477,0.704800844,0.323778123,0.355875254,0.717498124,0.455744565,0.508102,0.442743123,0.393414259,0.512376845,0.369440675,0.431099623,0.604181588,0.727325559,0.246105909,0.184549868,0.164184794,0.192647159,0.377554685,0.526757658,0.091179214,0.290531009,0.342246085,0.26970312,0.307056218,0.146864489,0.324339539,0.147268668,0.126530245,0.328734577,0.176950142,0.244335726,0.254349768,0.25277853,0.17750302,0.312472343,0.124953695,0.351785004,0.349799514,0.385163486,0.30860132,0.437207729,0.389026761,0.374012321,0.281840593,0.297812223,0.330822527,0.210667595,0.228105128,0.353113651,0.31880641,0.183942154,0.282375693,0.744587779,0.387480795,0.373184562,0.229338706,0.149616539,0.146285415,0.15456748,0.173377261,0.148107484,0.1605708,0.148416623,0.157589883,0.163381949,0.153668597,0.159193709,0.181133986,0.188328862,0.158265531,0.160119221,0.181335792,0.214080468,0.226633519,0.183644831,0.190307707,0.244552329,0.226624325,0.134958267,0.115886748,0.099604502,0.206010044,0.150391534,0.129897013,0.232899353,0.220864818,0.210711613,0.148332953,0.347975671,0.445214182,0.173436314,0.128662139,0.565794408,0.130760968,0.295696437,0.221191734
t919,0.213694856,0.156854331,0.494239062,0.385378003,0.4670614,0.559857368,0.680197597,0.189331308,0.321553081,0.108850956,0.126365617,0.222499028,0.236824945,0.242106915,0.669784367,0.907987952,0.7511127,0.757802784,0.465348929,0.279789865,0.197475418,0.812854648,0.282485723,0.313003987,0.461504698,0.605372012,0.588917911,0.311418861,0.557709873,0.560784221,0.64848417,0.346566081,0.394952834,0.715498447,0.451079369,0.498166889,0.44038853,0.383219272,0.557480097,0.375418723,0.432314694,0.576931775,0.71872282,0.246756032,0.18411918,0.170763552,0.200660408,0.381456077,0.538429081,0.088416077,0.293096572,0.348762631,0.273426026,0.304091096,0.143630534,0.32231158,0.143436,0.126365617,0.326565146,0.189664438,0.241174892,0.244240776,0.247115508,0.169726491,0.314121604,0.123276353,0.352994889,0.351009816,0.38172099,0.31360808,0.436953366,0.398506403,0.374351054,0.278087735,0.297458768,0.321553081,0.209849462,0.226354465,0.350242376,0.316353738,0.180757612,0.28241843,0.709868133,0.37752068,0.361863106,0.227842584,0.150991589,0.146580234,0.154471919,0.173394561,0.147233978,0.160600364,0.147669837,0.158336639,0.163466603,0.155060843,0.159166589,0.181181103,0.187218249,0.15699698,0.15991506,0.182191253,0.214299709,0.226310477,0.184861109,0.191059873,0.245675728,0.227078393,0.134928331,0.116092287,0.099526882,0.215349153,0.150357619,0.138422534,0.23884818,0.22326161,0.215396196,0.150407434,0.411991507,0.350452989,0.175614715,0.13081719,0.491036534,0.132023484,0.242545992,0.268991083
t920,0.224474475,0.15570429,0.504831791,0.387212753,0.466356725,0.570942342,0.622114182,0.192462787,0.323471844,0.108171239,0.125827163,0.226079628,0.232454062,0.236270398,0.708090842,0.89356643,0.744101822,0.765846491,0.4702546,0.265905857,0.198098361,0.81734544,0.283999175,0.30630368,0.476665139,0.57733959,0.590639412,0.308617592,0.55528909,0.52121222,0.593091667,0.371901035,0.43747443,0.70845592,0.44570142,0.488413304,0.436474949,0.377557456,0.564452827,0.385326922,0.442263812,0.554886103,0.710233331,0.244165957,0.180977851,0.1770899,0.199978426,0.383764416,0.548559725,0.104244314,0.29871434,0.339147389,0.2740843,0.302116811,0.145127118,0.322853267,0.143419713,0.125827163,0.325431406,0.205830887,0.24212037,0.23696214,0.244741783,0.168761,0.313864678,0.119692348,0.353648156,0.339263111,0.382092923,0.310496032,0.432851374,0.401542693,0.37996158,0.282312751,0.298455149,0.323471844,0.209033027,0.226097673,0.347677916,0.313914627,0.177599862,0.282440245,0.675028801,0.368285477,0.354234964,0.227462918,0.153650329,0.147060812,0.154228002,0.171946555,0.146709204,0.159779638,0.147663608,0.157885477,0.164124593,0.155309469,0.159868494,0.179891005,0.186809197,0.156734362,0.159486547,0.182727709,0.21394366,0.226379037,0.183381602,0.19091846,0.251125216,0.223522395,0.134475023,0.117284745,0.103817195,0.21929507,0.150154158,0.156623349,0.241344616,0.227671593,0.225484908,0.155848429,0.444293857,0.294809908,0.172968686,0.13380459,0.405226946,0.133933187,0.201640725,0.320261449
t921,0.231664136,0.155538544,0.538148761,0.395204186,0.462462604,0.582150817,0.568613291,0.195620209,0.330417037,0.107492879,0.125123084,0.232292026,0.227517962,0.231359497,0.749094725,0.858122945,0.734617829,0.776543438,0.475392133,0.249772787,0.191989377,0.822316408,0.285517991,0.298930526,0.491299599,0.55656445,0.594607472,0.300516337,0.552405059,0.48431623,0.542516351,0.398676366,0.472437382,0.701490283,0.43754366,0.479738116,0.431458265,0.37510097,0.542330861,0.398335963,0.459008127,0.536475301,0.688368559,0.239583984,0.176184997,0.183288291,0.193845749,0.382938892,0.557899892,0.129913688,0.305785537,0.322819054,0.27336663,0.300583363,0.148756742,0.324544221,0.145100936,0.125123084,0.324757546,0.224111304,0.244906828,0.230950832,0.243814737,0.170796752,0.31275776,0.115303025,0.354052454,0.322287947,0.384167075,0.303831398,0.427089155,0.401649326,0.388038605,0.290209353,0.300058603,0.330417037,0.208104283,0.225841001,0.345314026,0.311809629,0.176832363,0.282455057,0.642035842,0.359228551,0.346730739,0.227083653,0.156328782,0.147542059,0.153984204,0.170504197,0.146185204,0.158960745,0.147657394,0.157434896,0.164783761,0.155558258,0.160571754,0.178605288,0.186400548,0.156471923,0.159058526,0.183264881,0.213587895,0.226447642,0.181907907,0.190777063,0.256648064,0.219997957,0.134022266,0.11848136,0.108162872,0.223280832,0.149950773,0.175784066,0.243856534,0.232130885,0.236478582,0.158239946,0.474249393,0.251530856,0.167336568,0.136548877,0.335788339,0.135862514,0.171768442,0.371804386
t922,0.238985136,0.155372858,0.573597312,0.403330237,0.45859766,0.593581617,0.519708276,0.198803872,0.337471098,0.106815875,0.124420449,0.238602117,0.222642198,0.226508036,0.792816818,0.824355543,0.725269794,0.787413061,0.480580777,0.23425062,0.185976774,0.829899013,0.286423594,0.291680396,0.506349027,0.536528409,0.598681271,0.2925632,0.549476862,0.449833661,0.496346414,0.426943928,0.49921149,0.694599986,0.426740795,0.472005874,0.42649135,0.37265715,0.521055222,0.411704153,0.476315767,0.518657327,0.666106343,0.235053301,0.17145294,0.189590394,0.187809929,0.382114917,0.567397356,0.157614946,0.312972754,0.307066917,0.272650212,0.299055308,0.152423397,0.326241463,0.146790072,0.124420449,0.324084759,0.243273914,0.247712523,0.22502844,0.242889792,0.172843724,0.311653614,0.110969223,0.35445711,0.305935085,0.386250347,0.297266871,0.421392798,0.401755959,0.396254182,0.298253715,0.301668078,0.337471098,0.207150578,0.225584522,0.342962235,0.310167283,0.176631659,0.282469809,0.610746443,0.350344867,0.339347392,0.226704732,0.159027115,0.148023933,0.1537406,0.169067413,0.145661995,0.158143699,0.147651151,0.156984851,0.165444106,0.155807227,0.16127637,0.177324012,0.185992375,0.156209663,0.158630982,0.183802843,0.213232473,0.226516187,0.180439934,0.190635771,0.262245625,0.216504723,0.133570135,0.119682118,0.112564936,0.227307066,0.14974755,0.19598265,0.246384054,0.236640334,0.240034789,0.151778966,0.428393275,0.224255994,0.162959829,0.13830705,0.300461501,0.137825012,0.15575175,0.423444152
